,date,age_band,new_doses,population,rV
7780,2022/2/13,30 - 34 years,58,822084,7.06E-05
7781,2022/2/13,35 - 39 years,40,779934,5.13E-05
7782,2022/2/13,40 - 44 years,22,677463,3.25E-05
7783,2022/2/13,45 - 49 years,17,598535,2.84E-05
7784,2022/2/13,5 - 9 years,59,832055,7.09E-05
7785,2022/2/13,50 - 54 years,9,569938,1.58E-05
7787,2022/2/13,55 - 59 years,6,508722,1.18E-05
7788,2022/2/13,60 - 64 years,8,405576,1.97E-05
7789,2022/2/13,65 - 69 years,6,318142,1.89E-05
7790,2022/2/13,70 - 74 years,0,280432,0
7792,2022/2/13,75+ years,1,499879,2.00E-06
7794,2022/2/14,10 - 14 years,354,425353,0.00083225
7795,2022/2/14,15 - 19 years,153,194388,0.000787086
7796,2022/2/14,20 - 24 years,294,736340,0.000399272
7797,2022/2/14,25 - 29 years,167,757848,0.000220361
7798,2022/2/14,30 - 34 years,157,822084,0.000190978
7799,2022/2/14,35 - 39 years,83,779934,0.000106419
7800,2022/2/14,40 - 44 years,51,677463,7.53E-05
7801,2022/2/14,45 - 49 years,30,598535,5.01E-05
7802,2022/2/14,5 - 9 years,126,832055,0.000151432
7803,2022/2/14,50 - 54 years,39,569938,6.84E-05
7805,2022/2/14,55 - 59 years,28,508722,5.50E-05
7806,2022/2/14,60 - 64 years,19,405576,4.68E-05
7807,2022/2/14,65 - 69 years,7,318142,2.20E-05
7808,2022/2/14,70 - 74 years,9,280432,3.21E-05
7810,2022/2/14,75+ years,15,499879,3.00E-05
7812,2022/2/15,10 - 14 years,306,425353,0.000719402
7813,2022/2/15,15 - 19 years,172,194388,0.000884828
7814,2022/2/15,20 - 24 years,340,736340,0.000461743
7815,2022/2/15,25 - 29 years,225,757848,0.000296893
7816,2022/2/15,30 - 34 years,140,822084,0.000170299
7817,2022/2/15,35 - 39 years,85,779934,0.000108984
7818,2022/2/15,40 - 44 years,57,677463,8.41E-05
7819,2022/2/15,45 - 49 years,49,598535,8.19E-05
7820,2022/2/15,5 - 9 years,79,832055,9.49E-05
7821,2022/2/15,50 - 54 years,27,569938,4.74E-05
7823,2022/2/15,55 - 59 years,21,508722,4.13E-05
7824,2022/2/15,60 - 64 years,19,405576,4.68E-05
7825,2022/2/15,65 - 69 years,11,318142,3.46E-05
7826,2022/2/15,70 - 74 years,5,280432,1.78E-05
7828,2022/2/15,75+ years,7,499879,1.40E-05
7830,2022/2/16,10 - 14 years,247,425353,0.000580694
7831,2022/2/16,15 - 19 years,137,194388,0.000704776
7832,2022/2/16,20 - 24 years,332,736340,0.000450879
7833,2022/2/16,25 - 29 years,179,757848,0.000236195
7834,2022/2/16,30 - 34 years,112,822084,0.000136239
7835,2022/2/16,35 - 39 years,90,779934,0.000115394
7836,2022/2/16,40 - 44 years,61,677463,9.00E-05
7837,2022/2/16,45 - 49 years,45,598535,7.52E-05
7838,2022/2/16,5 - 9 years,85,832055,0.000102157
7839,2022/2/16,50 - 54 years,30,569938,5.26E-05
7841,2022/2/16,55 - 59 years,16,508722,3.15E-05
7842,2022/2/16,60 - 64 years,17,405576,4.19E-05
7843,2022/2/16,65 - 69 years,15,318142,4.71E-05
7844,2022/2/16,70 - 74 years,3,280432,1.07E-05
7846,2022/2/16,75+ years,9,499879,1.80E-05
7848,2022/2/17,10 - 14 years,331,425353,0.000778177
7849,2022/2/17,15 - 19 years,162,194388,0.000833385
7850,2022/2/17,20 - 24 years,351,736340,0.000476682
7851,2022/2/17,25 - 29 years,230,757848,0.000303491
7852,2022/2/17,30 - 34 years,151,822084,0.00018368
7853,2022/2/17,35 - 39 years,85,779934,0.000108984
7854,2022/2/17,40 - 44 years,59,677463,8.71E-05
7855,2022/2/17,45 - 49 years,60,598535,0.000100245
7856,2022/2/17,5 - 9 years,69,832055,8.29E-05
7857,2022/2/17,50 - 54 years,32,569938,5.61E-05
7859,2022/2/17,55 - 59 years,35,508722,6.88E-05
7860,2022/2/17,60 - 64 years,17,405576,4.19E-05
7861,2022/2/17,65 - 69 years,14,318142,4.40E-05
7862,2022/2/17,70 - 74 years,4,280432,1.43E-05
7864,2022/2/17,75+ years,4,499879,8.00E-06
7866,2022/2/18,10 - 14 years,190,425353,0.000446688
7867,2022/2/18,15 - 19 years,120,194388,0.000617322
7868,2022/2/18,20 - 24 years,199,736340,0.000270256
7869,2022/2/18,25 - 29 years,122,757848,0.000160982
7870,2022/2/18,30 - 34 years,123,822084,0.00014962
7871,2022/2/18,35 - 39 years,82,779934,0.000105137
7872,2022/2/18,40 - 44 years,31,677463,4.58E-05
7873,2022/2/18,45 - 49 years,41,598535,6.85E-05
7874,2022/2/18,5 - 9 years,44,832055,5.29E-05
7875,2022/2/18,50 - 54 years,21,569938,3.68E-05
7877,2022/2/18,55 - 59 years,23,508722,4.52E-05
7878,2022/2/18,60 - 64 years,12,405576,2.96E-05
7879,2022/2/18,65 - 69 years,13,318142,4.09E-05
7880,2022/2/18,70 - 74 years,6,280432,2.14E-05
7882,2022/2/18,75+ years,7,499879,1.40E-05
7884,2022/2/19,10 - 14 years,392,425353,0.000921587
7885,2022/2/19,15 - 19 years,157,194388,0.000807663
7886,2022/2/19,20 - 24 years,305,736340,0.000414211
7887,2022/2/19,25 - 29 years,171,757848,0.000225639
7888,2022/2/19,30 - 34 years,131,822084,0.000159351
7889,2022/2/19,35 - 39 years,102,779934,0.00013078
7890,2022/2/19,40 - 44 years,68,677463,0.000100374
7891,2022/2/19,45 - 49 years,35,598535,5.85E-05
7892,2022/2/19,5 - 9 years,151,832055,0.000181478
7893,2022/2/19,50 - 54 years,29,569938,5.09E-05
7895,2022/2/19,55 - 59 years,22,508722,4.32E-05
7896,2022/2/19,60 - 64 years,25,405576,6.16E-05
7897,2022/2/19,65 - 69 years,11,318142,3.46E-05
7898,2022/2/19,70 - 74 years,2,280432,7.13E-06
7900,2022/2/19,75+ years,7,499879,1.40E-05
7902,2022/2/20,10 - 14 years,164,425353,0.000385562
7903,2022/2/20,15 - 19 years,81,194388,0.000416692
7904,2022/2/20,20 - 24 years,121,736340,0.000164326
7905,2022/2/20,25 - 29 years,64,757848,8.44E-05
7906,2022/2/20,30 - 34 years,70,822084,8.51E-05
7907,2022/2/20,35 - 39 years,40,779934,5.13E-05
7908,2022/2/20,40 - 44 years,28,677463,4.13E-05
7909,2022/2/20,45 - 49 years,11,598535,1.84E-05
7910,2022/2/20,5 - 9 years,39,832055,4.69E-05
7911,2022/2/20,50 - 54 years,11,569938,1.93E-05
7913,2022/2/20,55 - 59 years,8,508722,1.57E-05
7914,2022/2/20,60 - 64 years,9,405576,2.22E-05
7915,2022/2/20,65 - 69 years,0,318142,0
7916,2022/2/20,70 - 74 years,1,280432,3.57E-06
7918,2022/2/20,75+ years,5,499879,1.00E-05
7920,2022/2/21,10 - 14 years,146,425353,0.000343244
7921,2022/2/21,15 - 19 years,61,194388,0.000313805
7922,2022/2/21,20 - 24 years,252,736340,0.000342233
7923,2022/2/21,25 - 29 years,153,757848,0.000201887
7924,2022/2/21,30 - 34 years,126,822084,0.000153269
7925,2022/2/21,35 - 39 years,88,779934,0.00011283
7926,2022/2/21,40 - 44 years,57,677463,8.41E-05
7927,2022/2/21,45 - 49 years,25,598535,4.18E-05
7928,2022/2/21,5 - 9 years,23,832055,2.76E-05
7929,2022/2/21,50 - 54 years,37,569938,6.49E-05
7931,2022/2/21,55 - 59 years,19,508722,3.73E-05
7932,2022/2/21,60 - 64 years,16,405576,3.95E-05
7933,2022/2/21,65 - 69 years,5,318142,1.57E-05
7934,2022/2/21,70 - 74 years,8,280432,2.85E-05
7936,2022/2/21,75+ years,11,499879,2.20E-05
7938,2022/2/22,10 - 14 years,323,425353,0.000759369
7939,2022/2/22,15 - 19 years,123,194388,0.000632755
7940,2022/2/22,20 - 24 years,292,736340,0.000396556
7941,2022/2/22,25 - 29 years,165,757848,0.000217722
7942,2022/2/22,30 - 34 years,97,822084,0.000117993
7943,2022/2/22,35 - 39 years,90,779934,0.000115394
7944,2022/2/22,40 - 44 years,56,677463,8.27E-05
7945,2022/2/22,45 - 49 years,24,598535,4.01E-05
7946,2022/2/22,5 - 9 years,24,832055,2.88E-05
7947,2022/2/22,50 - 54 years,31,569938,5.44E-05
7949,2022/2/22,55 - 59 years,21,508722,4.13E-05
7950,2022/2/22,60 - 64 years,22,405576,5.42E-05
7951,2022/2/22,65 - 69 years,9,318142,2.83E-05
7952,2022/2/22,70 - 74 years,9,280432,3.21E-05
7954,2022/2/22,75+ years,9,499879,1.80E-05
7956,2022/2/23,10 - 14 years,243,425353,0.00057129
7957,2022/2/23,15 - 19 years,77,194388,0.000396115
7958,2022/2/23,20 - 24 years,303,736340,0.000411495
7959,2022/2/23,25 - 29 years,165,757848,0.000217722
7960,2022/2/23,30 - 34 years,131,822084,0.000159351
7961,2022/2/23,35 - 39 years,83,779934,0.000106419
7962,2022/2/23,40 - 44 years,53,677463,7.82E-05
7963,2022/2/23,45 - 49 years,43,598535,7.18E-05
7964,2022/2/23,5 - 9 years,70,832055,8.41E-05
7965,2022/2/23,50 - 54 years,27,569938,4.74E-05
7967,2022/2/23,55 - 59 years,16,508722,3.15E-05
7968,2022/2/23,60 - 64 years,17,405576,4.19E-05
7969,2022/2/23,65 - 69 years,14,318142,4.40E-05
7970,2022/2/23,70 - 74 years,10,280432,3.57E-05
7972,2022/2/23,75+ years,14,499879,2.80E-05
7974,2022/2/24,10 - 14 years,182,425353,0.00042788
7975,2022/2/24,15 - 19 years,78,194388,0.000401259
7976,2022/2/24,20 - 24 years,248,736340,0.000336801
7977,2022/2/24,25 - 29 years,147,757848,0.00019397
7978,2022/2/24,30 - 34 years,105,822084,0.000127724
7979,2022/2/24,35 - 39 years,66,779934,8.46E-05
7980,2022/2/24,40 - 44 years,38,677463,5.61E-05
7981,2022/2/24,45 - 49 years,28,598535,4.68E-05
7982,2022/2/24,5 - 9 years,59,832055,7.09E-05
7983,2022/2/24,50 - 54 years,26,569938,4.56E-05
7985,2022/2/24,55 - 59 years,31,508722,6.09E-05
7986,2022/2/24,60 - 64 years,11,405576,2.71E-05
7987,2022/2/24,65 - 69 years,9,318142,2.83E-05
7988,2022/2/24,70 - 74 years,5,280432,1.78E-05
7990,2022/2/24,75+ years,10,499879,2.00E-05
7992,2022/2/25,10 - 14 years,296,425353,0.000695893
7993,2022/2/25,15 - 19 years,104,194388,0.000535012
7994,2022/2/25,20 - 24 years,306,736340,0.000415569
7995,2022/2/25,25 - 29 years,182,757848,0.000240154
7996,2022/2/25,30 - 34 years,129,822084,0.000156918
7997,2022/2/25,35 - 39 years,90,779934,0.000115394
7998,2022/2/25,40 - 44 years,69,677463,0.000101851
7999,2022/2/25,45 - 49 years,48,598535,8.02E-05
8000,2022/2/25,5 - 9 years,35,832055,4.21E-05
8001,2022/2/25,50 - 54 years,31,569938,5.44E-05
8003,2022/2/25,55 - 59 years,15,508722,2.95E-05
8004,2022/2/25,60 - 64 years,20,405576,4.93E-05
8005,2022/2/25,65 - 69 years,9,318142,2.83E-05
8006,2022/2/25,70 - 74 years,7,280432,2.50E-05
8008,2022/2/25,75+ years,11,499879,2.20E-05
8010,2022/2/26,10 - 14 years,453,425353,0.001064998
8011,2022/2/26,15 - 19 years,174,194388,0.000895117
8012,2022/2/26,20 - 24 years,326,736340,0.00044273
8013,2022/2/26,25 - 29 years,182,757848,0.000240154
8014,2022/2/26,30 - 34 years,132,822084,0.000160568
8015,2022/2/26,35 - 39 years,86,779934,0.000110266
8016,2022/2/26,40 - 44 years,65,677463,9.59E-05
8017,2022/2/26,45 - 49 years,46,598535,7.69E-05
8018,2022/2/26,5 - 9 years,162,832055,0.000194699
8019,2022/2/26,50 - 54 years,24,569938,4.21E-05
8021,2022/2/26,55 - 59 years,29,508722,5.70E-05
8022,2022/2/26,60 - 64 years,22,405576,5.42E-05
8023,2022/2/26,65 - 69 years,15,318142,4.71E-05
8024,2022/2/26,70 - 74 years,8,280432,2.85E-05
8026,2022/2/26,75+ years,3,499879,6.00E-06
8028,2022/2/27,10 - 14 years,161,425353,0.000378509
8029,2022/2/27,15 - 19 years,71,194388,0.000365249
8030,2022/2/27,20 - 24 years,122,736340,0.000165684
8031,2022/2/27,25 - 29 years,57,757848,7.52E-05
8032,2022/2/27,30 - 34 years,56,822084,6.81E-05
8033,2022/2/27,35 - 39 years,41,779934,5.26E-05
8034,2022/2/27,40 - 44 years,22,677463,3.25E-05
8035,2022/2/27,45 - 49 years,16,598535,2.67E-05
8036,2022/2/27,5 - 9 years,40,832055,4.81E-05
8037,2022/2/27,50 - 54 years,15,569938,2.63E-05
8039,2022/2/27,55 - 59 years,11,508722,2.16E-05
8040,2022/2/27,60 - 64 years,6,405576,1.48E-05
8041,2022/2/27,65 - 69 years,4,318142,1.26E-05
8042,2022/2/27,70 - 74 years,1,280432,3.57E-06
8044,2022/2/27,75+ years,2,499879,4.00E-06
8046,2022/2/28,10 - 14 years,128,425353,0.000300927
8047,2022/2/28,15 - 19 years,56,194388,0.000288084
8048,2022/2/28,20 - 24 years,238,736340,0.00032322
8049,2022/2/28,25 - 29 years,148,757848,0.00019529
8050,2022/2/28,30 - 34 years,94,822084,0.000114344
8051,2022/2/28,35 - 39 years,64,779934,8.21E-05
8052,2022/2/28,40 - 44 years,44,677463,6.49E-05
8053,2022/2/28,45 - 49 years,22,598535,3.68E-05
8054,2022/2/28,5 - 9 years,14,832055,1.68E-05
8055,2022/2/28,50 - 54 years,26,569938,4.56E-05
8057,2022/2/28,55 - 59 years,17,508722,3.34E-05
8058,2022/2/28,60 - 64 years,14,405576,3.45E-05
8059,2022/2/28,65 - 69 years,10,318142,3.14E-05
8060,2022/2/28,70 - 74 years,6,280432,2.14E-05
8062,2022/2/28,75+ years,6,499879,1.20E-05
8064,2022/3/1,10 - 14 years,171,425353,0.000402019
8065,2022/3/1,15 - 19 years,56,194388,0.000288084
8066,2022/3/1,20 - 24 years,219,736340,0.000297417
8067,2022/3/1,25 - 29 years,147,757848,0.00019397
8068,2022/3/1,30 - 34 years,96,822084,0.000116776
8069,2022/3/1,35 - 39 years,57,779934,7.31E-05
8070,2022/3/1,40 - 44 years,42,677463,6.20E-05
8071,2022/3/1,45 - 49 years,39,598535,6.52E-05
8072,2022/3/1,5 - 9 years,16,832055,1.92E-05
8073,2022/3/1,50 - 54 years,29,569938,5.09E-05
8075,2022/3/1,55 - 59 years,22,508722,4.32E-05
8076,2022/3/1,60 - 64 years,10,405576,2.47E-05
8077,2022/3/1,65 - 69 years,11,318142,3.46E-05
8078,2022/3/1,70 - 74 years,5,280432,1.78E-05
8080,2022/3/1,75+ years,6,499879,1.20E-05
8082,2022/3/2,10 - 14 years,148,425353,0.000347946
8083,2022/3/2,15 - 19 years,43,194388,0.000221207
8084,2022/3/2,20 - 24 years,268,736340,0.000363962
8085,2022/3/2,25 - 29 years,139,757848,0.000183414
8086,2022/3/2,30 - 34 years,111,822084,0.000135023
8087,2022/3/2,35 - 39 years,47,779934,6.03E-05
8088,2022/3/2,40 - 44 years,45,677463,6.64E-05
8089,2022/3/2,45 - 49 years,22,598535,3.68E-05
8090,2022/3/2,5 - 9 years,21,832055,2.52E-05
8091,2022/3/2,50 - 54 years,22,569938,3.86E-05
8093,2022/3/2,55 - 59 years,12,508722,2.36E-05
8094,2022/3/2,60 - 64 years,13,405576,3.21E-05
8095,2022/3/2,65 - 69 years,7,318142,2.20E-05
8096,2022/3/2,70 - 74 years,4,280432,1.43E-05
8098,2022/3/2,75+ years,10,499879,2.00E-05
8100,2022/3/3,10 - 14 years,145,425353,0.000340893
8101,2022/3/3,15 - 19 years,56,194388,0.000288084
8102,2022/3/3,20 - 24 years,212,736340,0.00028791
8103,2022/3/3,25 - 29 years,125,757848,0.000164941
8104,2022/3/3,30 - 34 years,108,822084,0.000131373
8105,2022/3/3,35 - 39 years,53,779934,6.80E-05
8106,2022/3/3,40 - 44 years,43,677463,6.35E-05
8107,2022/3/3,45 - 49 years,24,598535,4.01E-05
8108,2022/3/3,5 - 9 years,19,832055,2.28E-05
8109,2022/3/3,50 - 54 years,17,569938,2.98E-05
8111,2022/3/3,55 - 59 years,13,508722,2.56E-05
8112,2022/3/3,60 - 64 years,12,405576,2.96E-05
8113,2022/3/3,65 - 69 years,10,318142,3.14E-05
8114,2022/3/3,70 - 74 years,2,280432,7.13E-06
8116,2022/3/3,75+ years,5,499879,1.00E-05
8118,2022/3/4,10 - 14 years,292,425353,0.000686489
8119,2022/3/4,15 - 19 years,106,194388,0.000545301
8120,2022/3/4,20 - 24 years,291,736340,0.000395198
8121,2022/3/4,25 - 29 years,124,757848,0.000163621
8122,2022/3/4,30 - 34 years,105,822084,0.000127724
8123,2022/3/4,35 - 39 years,81,779934,0.000103855
8124,2022/3/4,40 - 44 years,48,677463,7.09E-05
8125,2022/3/4,45 - 49 years,30,598535,5.01E-05
8126,2022/3/4,5 - 9 years,35,832055,4.21E-05
8127,2022/3/4,50 - 54 years,27,569938,4.74E-05
8129,2022/3/4,55 - 59 years,23,508722,4.52E-05
8130,2022/3/4,60 - 64 years,12,405576,2.96E-05
8131,2022/3/4,65 - 69 years,5,318142,1.57E-05
8132,2022/3/4,70 - 74 years,5,280432,1.78E-05
8134,2022/3/4,75+ years,8,499879,1.60E-05
8136,2022/3/5,10 - 14 years,399,425353,0.000938044
8137,2022/3/5,15 - 19 years,145,194388,0.000745931
8138,2022/3/5,20 - 24 years,250,736340,0.000339517
8139,2022/3/5,25 - 29 years,134,757848,0.000176816
8140,2022/3/5,30 - 34 years,96,822084,0.000116776
8141,2022/3/5,35 - 39 years,77,779934,9.87E-05
8142,2022/3/5,40 - 44 years,32,677463,4.72E-05
8143,2022/3/5,45 - 49 years,36,598535,6.01E-05
8144,2022/3/5,5 - 9 years,111,832055,0.000133405
8145,2022/3/5,50 - 54 years,20,569938,3.51E-05
8147,2022/3/5,55 - 59 years,18,508722,3.54E-05
8148,2022/3/5,60 - 64 years,16,405576,3.95E-05
8149,2022/3/5,65 - 69 years,12,318142,3.77E-05
8150,2022/3/5,70 - 74 years,6,280432,2.14E-05
8152,2022/3/5,75+ years,3,499879,6.00E-06
8154,2022/3/6,10 - 14 years,147,425353,0.000345595
8155,2022/3/6,15 - 19 years,61,194388,0.000313805
8156,2022/3/6,20 - 24 years,94,736340,0.000127658
8157,2022/3/6,25 - 29 years,71,757848,9.37E-05
8158,2022/3/6,30 - 34 years,40,822084,4.87E-05
8159,2022/3/6,35 - 39 years,21,779934,2.69E-05
8160,2022/3/6,40 - 44 years,19,677463,2.80E-05
8161,2022/3/6,45 - 49 years,14,598535,2.34E-05
8162,2022/3/6,5 - 9 years,37,832055,4.45E-05
8163,2022/3/6,50 - 54 years,7,569938,1.23E-05
8165,2022/3/6,55 - 59 years,3,508722,5.90E-06
8166,2022/3/6,60 - 64 years,10,405576,2.47E-05
8167,2022/3/6,65 - 69 years,4,318142,1.26E-05
8168,2022/3/6,70 - 74 years,4,280432,1.43E-05
8170,2022/3/6,75+ years,4,499879,8.00E-06
8172,2022/3/7,10 - 14 years,110,425353,0.000258609
8173,2022/3/7,15 - 19 years,42,194388,0.000216063
8174,2022/3/7,20 - 24 years,191,736340,0.000259391
8175,2022/3/7,25 - 29 years,109,757848,0.000143828
8176,2022/3/7,30 - 34 years,103,822084,0.000125291
8177,2022/3/7,35 - 39 years,82,779934,0.000105137
8178,2022/3/7,40 - 44 years,36,677463,5.31E-05
8179,2022/3/7,45 - 49 years,25,598535,4.18E-05
8180,2022/3/7,5 - 9 years,17,832055,2.04E-05
8181,2022/3/7,50 - 54 years,23,569938,4.04E-05
8183,2022/3/7,55 - 59 years,16,508722,3.15E-05
8184,2022/3/7,60 - 64 years,16,405576,3.95E-05
8185,2022/3/7,65 - 69 years,11,318142,3.46E-05
8186,2022/3/7,70 - 74 years,5,280432,1.78E-05
8188,2022/3/7,75+ years,8,499879,1.60E-05
